player,games_played,seasons_played,pos_mapped,avg_ts_percent,avg_per,avg_mpg,avg_x3p_ar,avg_orb_percent,avg_drb_percent,avg_ast_percent,avg_stl_percent,avg_blk_percent,avg_tov_percent,avg_usg_percent,avg_ows_48,avg_dws_48,avg_obpm,avg_dbpm,avg_bpm,avg_vorp,max_ts_percent,max_per,max_mpg,max_x3p_ar,max_orb_percent,max_drb_percent,max_ast_percent,max_stl_percent,max_blk_percent,max_tov_percent,max_usg_percent,max_ows_48,max_dws_48,max_obpm,max_dbpm,max_bpm,max_vorp,cluster_label,ALL_NBA_total,ALL_DEF_total,1T_ALL_NBA_total,2T_ALL_NBA_total,3T_ALL_NBA_total,1T_ALL_DEF_total,2T_ALL_DEF_total,DPOY_total,MIP_total,MVP_total,ROY_total,SMOY_total
Geoff Huston,469,6,1.0,-0.464,-0.546,0.017,-0.108,-1.512,-1.393,1.699,-0.523,-0.826,0.573,-0.597,-0.255,-1.836,0.008,-1.513,-0.731,-0.704,0.313,-0.098,1.072,0.938,-1.314,-1.294,2.413,0.049,-0.729,1.49,0.268,0.543,-1.294,0.605,-0.998,-0.184,-0.248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Lester,183,3,1.0,-0.06,-0.27,-0.194,-0.21,-0.921,-1.03,1.761,0.12,-0.69,1.34,-0.319,-0.196,-0.976,0.13,-0.758,-0.259,-0.455,0.733,-0.152,0.662,0.0,-0.79,-0.578,2.24,0.609,-0.57,2.083,-0.22,0.289,-0.774,0.271,-0.557,-0.04,-0.112,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vonteego Cummings,199,3,1.0,-1.149,-0.61,-0.698,0.505,-0.784,-1.218,0.946,0.972,-0.611,0.218,0.235,-0.934,-0.758,-0.527,-0.291,-0.585,-0.647,-0.702,-0.334,-0.053,0.639,-0.755,-1.16,1.099,1.469,-0.54,0.465,0.554,-0.614,0.524,-0.286,0.292,-0.326,-0.503,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Anderson,607,8,3.0,-0.231,0.104,-0.204,-0.2,0.058,-0.438,-0.424,-0.127,-0.721,-1.116,0.46,-0.038,-0.652,0.206,-0.9,-0.193,-0.403,0.273,0.482,0.794,1.025,1.199,-0.163,-0.178,0.508,-0.59,-0.214,0.813,0.458,0.5,0.553,-0.252,0.375,-0.139,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Chandler,598,9,3.056,-0.204,-0.326,0.779,0.467,-0.26,0.034,-0.495,-0.642,-0.137,-0.609,0.011,-0.206,-0.76,-0.047,-0.659,-0.328,-0.358,0.479,0.515,1.247,1.155,0.072,0.476,-0.343,0.691,0.834,0.507,0.705,0.642,0.324,0.451,-0.068,0.302,0.037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Austin,366,6,5.0,-0.941,-0.577,-0.573,-0.816,0.731,0.883,-0.448,-0.622,0.367,0.83,0.532,-1.42,0.74,-1.048,-0.134,-0.965,-0.713,0.045,0.463,0.411,-0.494,2.235,1.607,-0.023,0.193,1.127,1.664,1.235,-0.529,1.774,-0.005,0.644,-0.348,-0.429,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mike O'Koren,388,6,3.0,-0.291,-0.595,-0.301,0.442,-0.255,-0.294,-0.12,-0.076,-0.488,-0.351,-0.499,-0.311,0.087,-0.165,0.205,-0.063,-0.34,0.5,-0.205,0.732,1.243,0.328,0.109,0.14,0.868,-0.307,0.38,0.101,-0.079,1.068,0.094,1.164,0.629,0.025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Blount,585,8,5.0,0.336,-0.542,-0.272,-0.95,0.454,0.248,-0.847,-0.438,0.936,1.063,-0.408,-0.734,0.211,-0.973,0.023,-0.87,-0.791,1.913,0.415,0.701,-0.675,1.147,0.712,-0.4,0.525,2.408,1.968,0.447,0.512,1.524,-0.072,1.242,-0.058,-0.093,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Allen,409,6,5.0,1.833,1.109,0.45,-1.682,1.791,1.347,-0.765,-0.894,1.468,0.255,-0.524,1.326,1.004,0.465,0.557,0.643,0.589,2.451,1.882,1.069,-1.345,2.129,1.876,-0.648,-0.485,1.823,0.688,-0.182,1.89,2.018,1.246,1.074,1.456,1.224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shareef Abdur-Rahim,824,11,3.727,0.65,1.1,1.106,-0.745,0.358,0.547,-0.055,-0.295,-0.017,-0.167,1.157,0.712,-0.589,0.825,-0.602,0.464,0.626,1.298,1.677,1.707,-0.503,0.62,1.538,0.332,0.049,0.357,0.196,1.969,1.392,0.122,1.524,0.268,0.961,1.477,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pero Antić,113,2,5.0,-0.27,-0.941,-0.875,1.505,0.391,0.197,-0.57,-1.015,-0.403,0.069,-0.218,-0.582,-0.137,-0.894,-0.94,-1.168,-0.916,0.083,-0.703,-0.731,1.569,0.432,0.603,-0.402,-0.936,-0.352,0.282,-0.124,-0.526,-0.121,-0.568,-0.694,-0.798,-0.746,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Jones,91,2,3.0,-0.266,-1.068,-1.724,0.147,0.374,-0.29,-0.633,-0.02,-0.783,0.165,-0.48,-0.641,-0.395,-1.289,-0.519,-1.389,-0.757,0.28,-1.013,-1.589,0.84,0.559,-0.212,-0.612,0.234,-0.734,0.418,-0.273,-0.26,-0.208,-1.123,-0.378,-1.148,-0.752,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,752,11,2.136,-1.14,-1.281,-0.349,0.779,-0.817,-0.945,-0.292,-0.688,-0.638,-0.503,-0.496,-1.046,-1.001,-0.671,-0.963,-1.005,-0.791,0.188,-0.31,0.775,2.952,-0.427,-0.533,0.352,-0.128,0.03,0.36,0.611,0.242,0.227,0.526,-0.363,0.074,0.068,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,152,3,5.0,2.683,0.155,-1.288,-1.339,1.11,0.353,-0.893,-0.67,1.315,0.955,-1.145,0.968,-0.385,-0.498,0.183,-0.36,-0.534,2.88,0.799,-0.876,-0.92,1.312,0.529,-0.468,-0.175,1.44,1.993,-0.527,1.379,-0.023,-0.031,0.332,0.118,-0.264,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Minniefield,222,3,1.0,-0.277,-0.652,-0.845,0.59,-1.026,-0.946,1.606,1.098,-0.773,2.468,-0.628,-0.712,-0.3,-0.517,0.284,-0.313,-0.534,0.042,-0.019,-0.307,1.169,-0.733,-0.781,1.946,1.346,-0.732,3.632,-0.313,-0.08,0.118,-0.032,0.493,0.235,-0.279,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hamilton,105,2,5.0,0.167,-0.099,-0.818,0.162,0.718,-0.081,-0.647,0.0,0.938,-0.554,-0.769,0.066,-0.601,-0.092,-0.369,-0.214,-0.441,0.333,-0.004,-0.74,0.782,1.03,0.262,-0.604,0.658,1.074,-0.342,-0.541,0.356,-0.476,-0.079,-0.281,-0.18,-0.345,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montrezl Harrell,476,7,5.0,1.593,1.557,-0.459,-1.696,1.404,0.226,-0.473,-0.545,0.932,-0.546,0.428,1.752,0.305,0.914,0.162,0.867,0.535,2.333,2.158,0.433,-1.427,1.882,0.629,-0.039,0.195,1.309,0.01,1.129,2.652,1.763,1.687,0.547,1.456,1.189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Elfrid Payton,500,8,1.0,-1.622,-0.21,0.259,-0.963,-0.162,-0.504,1.909,1.018,-0.516,1.552,0.176,-1.05,-0.226,-0.461,-0.045,-0.414,-0.372,-0.404,0.568,0.87,-0.465,0.055,-0.237,2.572,2.094,-0.276,2.403,0.684,-0.061,0.6,0.448,0.927,0.397,0.454,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Johnson,395,6,3.5,-0.743,-0.141,-0.42,0.057,0.708,1.055,-0.397,0.395,0.238,0.213,0.321,-0.96,0.58,-0.635,0.063,-0.574,-0.611,-0.116,0.761,0.36,0.703,1.295,1.454,-0.037,0.885,0.585,0.964,0.951,-0.275,1.653,0.169,0.462,0.292,-0.183,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston Garland,511,7,1.0,-0.882,-0.48,0.141,-0.233,-0.912,-0.876,1.131,0.853,-0.717,0.594,-0.281,-0.631,-0.653,-0.481,-0.005,-0.437,-0.488,-0.356,0.164,0.979,0.059,-0.718,-0.627,1.495,1.476,-0.561,1.413,0.121,-0.151,0.357,-0.029,1.348,0.176,0.136,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Mercer,375,6,2.0,-1.068,-0.481,0.974,-0.715,-0.816,-1.083,-0.134,0.008,-0.619,-1.193,0.843,-0.994,-0.95,-0.477,-1.156,-0.883,-0.859,-0.478,0.149,1.751,-0.509,-0.56,-1.002,0.213,0.826,-0.524,-0.784,1.184,-0.214,-0.157,0.304,-0.263,-0.383,-0.429,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Nájera,499,8,3.75,0.193,-0.509,-0.617,-0.386,0.877,-0.074,-0.83,0.724,-0.005,-0.407,-1.247,0.175,0.099,-0.427,0.483,-0.192,-0.401,1.667,0.156,-0.204,1.097,1.656,0.236,-0.553,1.215,0.228,0.217,-0.64,1.452,0.391,0.274,1.018,0.586,-0.044,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Christopher,138,2,2.0,-1.013,-0.684,-1.306,-0.338,-0.354,-1.016,0.131,1.178,-0.26,1.155,0.374,-1.507,-1.333,-1.049,-1.241,-1.409,-1.045,-0.765,-0.607,-0.894,-0.118,-0.145,-0.708,0.355,1.365,0.119,1.628,0.384,-1.507,-1.333,-0.912,-1.197,-1.296,-1.044,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Starks,793,11,2.0,-0.351,-0.151,0.299,1.493,-1.139,-0.974,0.758,0.537,-0.792,-0.426,0.761,-0.153,0.437,0.235,0.391,0.362,0.3,0.532,0.58,1.143,2.365,-1.02,-0.682,1.508,1.125,-0.344,0.036,1.787,0.724,1.533,1.066,1.231,1.236,1.208,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
George Lynch,774,12,2.917,-0.931,-0.443,-0.224,-0.35,0.861,0.249,-0.395,1.065,-0.352,0.259,-0.743,-0.524,0.426,-0.353,0.456,-0.122,-0.252,0.136,0.589,0.873,1.107,1.666,0.763,0.212,2.124,0.168,2.376,0.286,0.392,1.44,0.353,1.363,0.533,0.487,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Cummings,611,9,4.444,0.017,-0.346,-0.397,-0.599,0.71,1.164,-0.738,-0.778,-0.421,0.193,0.235,-0.493,0.156,-0.661,-0.713,-0.915,-0.797,0.867,0.171,0.97,-0.382,1.802,1.679,-0.238,-0.588,-0.201,1.144,0.765,0.3,1.19,0.041,-0.167,-0.34,-0.456,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1128,15,3.0,0.759,-0.224,0.41,0.4,-0.724,-0.362,-0.305,-0.693,-0.554,-0.464,-0.116,0.31,-0.238,0.113,-0.126,0.05,0.098,1.617,1.034,1.535,1.555,-0.001,0.456,0.51,0.049,0.093,-0.135,1.409,1.47,1.104,1.17,0.862,1.231,1.553,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Varejão,506,8,4.625,-0.097,0.048,-0.337,-1.079,1.423,1.423,-0.723,0.571,0.314,-0.38,-1.021,0.294,1.384,-0.379,0.807,0.004,-0.144,1.295,0.622,0.406,-0.947,2.208,2.12,-0.141,1.362,1.013,0.527,-0.872,1.024,2.058,0.25,1.547,0.634,0.497,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Derrick McKey,892,13,3.0,0.181,-0.268,0.442,-0.247,0.02,-0.249,-0.214,0.52,0.004,0.476,-0.516,0.005,0.271,0.07,0.867,0.408,0.271,1.022,0.383,1.12,0.373,0.368,0.141,0.422,1.792,0.634,2.738,0.159,0.88,1.095,0.733,2.27,0.992,1.264,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Elie Okobo,108,2,1.0,-1.276,-1.241,-1.19,0.293,-0.776,-0.781,0.561,0.185,-0.794,1.335,-0.62,-1.243,-1.25,-1.216,-0.702,-1.358,-0.961,-1.04,-0.943,-0.77,0.535,-0.621,-0.648,0.686,0.195,-0.792,1.77,-0.411,-0.489,-0.717,-0.804,-0.07,-0.74,-0.704,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,370,5,2.0,0.211,-0.775,-0.385,0.938,-1.041,-1.25,-0.715,-1.084,-1.079,-1.181,-0.146,-0.232,-1.191,-0.269,-1.34,-0.82,-0.73,1.122,-0.441,0.567,1.37,-0.986,-0.864,-0.473,-0.873,-1.042,-0.782,0.382,0.315,-0.406,0.173,-0.606,-0.386,-0.331,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinnie Johnson,946,12,1.917,-0.54,0.22,0.067,-0.201,-0.064,-0.994,0.536,-0.045,-0.509,-0.801,0.559,0.188,-0.168,0.486,-0.043,0.424,0.225,1.156,0.817,0.673,0.346,0.738,-0.73,1.109,0.379,-0.126,0.804,1.289,1.36,0.958,1.152,0.782,0.989,1.021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Green,527,8,2.375,-0.316,-0.438,-0.471,1.185,-0.636,-0.606,-0.702,-0.662,-0.337,-0.93,0.686,-0.521,-0.405,0.048,-1.084,-0.417,-0.441,0.917,0.439,0.475,2.075,-0.327,-0.237,-0.293,-0.151,-0.091,-0.338,1.864,0.777,0.635,0.981,-0.32,0.612,0.637,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Perdue,712,10,5.0,-0.09,-0.318,-0.954,-0.849,1.82,1.631,-0.682,-1.087,0.969,1.388,-0.685,-0.646,1.152,-0.802,-0.015,-0.684,-0.612,1.111,0.599,0.401,-0.57,2.43,2.167,-0.287,-0.646,1.635,3.253,-0.128,0.511,2.2,0.162,0.517,0.186,-0.178,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Richards,115,2,5.0,2.038,0.474,-1.616,-1.936,1.711,0.726,-1.122,-1.287,2.335,1.08,-0.666,0.752,-0.065,-0.738,-0.248,-0.752,-0.669,2.275,0.702,-0.867,-1.891,2.099,1.474,-1.082,-0.613,2.379,1.887,-0.658,1.09,0.496,-0.386,-0.232,-0.468,-0.578,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Foye,713,10,1.8,-0.434,-0.649,0.064,1.104,-1.017,-1.099,0.389,-0.322,-0.481,0.038,0.053,-0.389,-1.172,-0.113,-0.711,-0.41,-0.392,0.354,-0.055,1.185,1.764,-0.665,-0.559,0.997,0.061,-0.223,1.752,0.761,0.367,-0.717,0.555,-0.335,0.269,0.374,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trae Young,353,5,1.0,0.137,1.612,1.276,0.003,-0.71,-0.948,3.27,-0.296,-0.931,1.153,2.353,1.223,-1.463,2.229,-1.895,1.136,1.49,0.588,2.436,1.485,0.365,-0.607,-0.664,3.761,0.068,-0.81,1.593,2.781,2.324,-1.143,3.185,-1.522,1.94,2.712,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandan Wright,246,4,4.75,2.417,1.666,-0.829,-1.15,1.021,0.107,-0.98,-0.241,2.234,-1.428,-0.486,2.013,0.397,1.146,0.76,1.359,0.37,3.208,2.105,-0.629,-1.062,1.397,0.324,-0.88,0.18,3.017,-1.217,-0.038,2.858,1.234,1.584,1.437,1.511,0.767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Rush,408,6,2.167,0.06,-0.995,-0.103,1.173,-0.849,-0.357,-0.748,-0.874,0.114,-0.421,-0.986,-0.638,-0.637,-0.224,-0.29,-0.302,-0.352,2.102,0.151,0.625,1.586,-0.704,0.004,-0.565,-0.6,0.594,0.064,-0.495,0.633,0.174,0.964,0.093,0.71,0.611,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney McGruder,251,4,2.0,-0.931,-1.207,-0.62,0.816,-0.148,-0.581,-0.653,-0.453,-0.69,-0.478,-1.084,-0.735,-0.295,-0.811,-0.095,-0.755,-0.694,0.078,-0.745,0.162,1.217,0.072,-0.223,-0.507,-0.175,-0.614,-0.198,-0.704,-0.266,0.457,-0.252,0.58,-0.515,-0.591,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Shackleford,250,4,5.0,-0.504,-0.247,-1.013,-0.732,1.432,1.77,-0.857,-0.591,0.512,-0.016,-0.428,-0.6,0.302,-0.811,-0.458,-0.885,-0.745,-0.289,-0.037,-0.313,-0.684,1.634,2.188,-0.752,-0.354,0.906,0.535,-0.226,-0.158,0.37,-0.7,-0.289,-0.772,-0.637,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Washington,155,2,4.0,-0.979,-0.463,-0.812,-0.559,0.748,0.811,-0.802,-0.895,0.788,-0.751,0.102,-0.649,0.171,-0.945,-0.246,-0.981,-0.907,-0.911,-0.258,-0.336,-0.542,0.816,0.93,-0.554,-0.722,1.005,-0.635,0.355,-0.645,0.918,-0.765,-0.177,-0.847,-0.859,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrus Thomas,374,6,4.25,-0.756,0.127,-0.554,-1.035,0.668,1.091,-0.663,1.034,2.379,0.404,0.385,-1.211,1.572,-1.037,1.482,-0.329,-0.491,-0.083,0.916,0.255,-0.971,1.262,1.619,-0.313,2.214,3.034,1.64,1.18,-0.56,3.333,-0.46,2.708,0.479,0.02,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Popeye Jones,432,6,4.0,-0.826,-0.202,0.085,-0.858,2.064,1.559,-0.608,-0.603,-0.41,-0.188,-0.898,-0.012,-0.294,-0.326,-0.991,-0.695,-0.74,-0.273,0.054,0.974,-0.76,2.852,2.061,-0.335,-0.186,-0.168,0.721,-0.325,0.285,-0.082,0.075,-0.691,-0.254,-0.355,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Walker,424,6,3.167,0.089,-0.598,-0.45,-0.597,0.721,-0.007,-1.019,-0.64,0.5,-0.986,-0.941,0.212,-0.362,-0.425,-0.215,-0.447,-0.521,1.02,-0.207,0.155,-0.158,0.905,0.208,-0.843,-0.224,0.852,-0.675,-0.293,0.561,0.099,-0.132,0.168,-0.084,-0.209,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,829,12,4.083,0.958,1.036,0.485,-1.159,1.249,1.507,-0.129,-0.442,-0.244,0.031,0.179,1.019,0.269,0.632,-0.085,0.527,0.387,2.458,1.929,1.674,-1.0,2.043,2.333,0.442,0.18,0.481,0.722,1.343,1.867,1.545,1.307,0.983,1.273,1.623,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Oubre Jr.,527,8,3.0,-0.579,-0.447,0.265,0.36,-0.18,-0.081,-0.972,0.516,-0.196,-0.992,0.3,-0.806,-0.153,-0.559,-0.551,-0.719,-0.581,-0.16,0.074,1.371,0.941,0.192,0.497,-0.866,1.175,0.381,0.01,1.144,-0.281,0.667,0.145,-0.01,-0.214,-0.167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langston Galloway,405,6,1.5,-0.749,-0.685,-0.106,1.026,-0.673,-0.871,-0.291,0.101,-0.793,-1.634,-0.345,-0.357,-0.73,-0.33,-0.378,-0.435,-0.482,0.32,-0.534,1.145,1.495,-0.5,-0.39,0.452,0.791,-0.6,-0.769,0.011,0.247,0.068,0.007,0.583,0.077,-0.317,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Breuer,643,9,5.0,-0.799,-0.298,-0.705,-0.712,0.92,0.696,-0.774,-0.681,1.865,-0.502,-0.267,-0.66,0.8,-0.636,0.452,-0.378,-0.451,0.378,0.257,0.357,-0.61,1.621,1.057,-0.377,0.121,2.737,0.069,0.355,0.147,1.957,0.15,1.186,0.426,0.143,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latrell Sprewell,862,11,2.545,-0.151,0.189,1.522,0.448,-0.987,-0.818,0.341,0.232,-0.482,-0.295,0.927,-0.231,-0.584,0.464,-0.375,0.245,0.428,0.818,1.383,2.075,1.289,-0.472,-0.485,1.358,0.868,-0.095,0.404,1.618,1.122,1.085,1.674,0.731,1.049,1.611,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rodney Stuckey,612,9,1.333,-0.526,0.124,0.383,-0.521,-0.705,-0.856,0.875,0.247,-0.791,-0.065,0.837,-0.059,-0.639,0.0,-0.467,-0.196,-0.253,0.51,0.964,1.076,-0.018,-0.496,-0.473,1.523,1.61,-0.716,0.445,1.526,1.217,0.958,0.814,0.954,0.297,0.202,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svi Mykhailiuk,220,4,2.875,-1.104,-1.215,-1.103,1.228,-0.706,-1.039,-0.386,0.344,-0.872,0.173,-0.32,-1.354,-0.7,-0.921,-0.742,-1.124,-0.802,0.2,-0.815,-0.286,1.61,-0.525,-0.642,-0.194,0.724,-0.626,0.685,0.131,-0.402,-0.225,-0.292,-0.263,-0.74,-0.704,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Pondexter,317,5,2.9,0.266,-0.984,-1.143,0.592,-0.322,-0.83,-0.704,-0.427,-0.682,-0.601,-1.077,0.01,-0.283,-0.538,-0.034,-0.487,-0.601,1.723,-0.351,-0.006,1.264,0.196,-0.253,-0.473,0.563,-0.366,0.683,-1.028,0.565,0.374,-0.204,0.493,0.067,-0.268,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Mitchell,413,6,1.833,-0.105,1.064,1.3,0.155,-0.547,-0.789,0.928,0.645,-0.679,-0.236,2.201,0.344,0.54,1.38,-0.081,1.171,1.424,0.56,1.691,1.381,0.36,-0.383,-0.697,1.56,1.185,-0.492,0.05,2.508,1.106,1.067,2.254,0.471,2.204,2.629,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Young,1139,16,4.0,-0.114,0.396,0.436,-0.783,0.748,-0.021,-0.334,1.673,-0.357,-0.254,0.105,-0.075,0.36,0.148,0.327,0.271,0.186,0.72,1.184,1.288,-0.065,1.89,1.253,1.37,3.574,0.171,1.352,0.99,0.843,1.223,0.778,1.692,1.179,0.977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damion Lee,243,4,2.0,0.252,-0.748,-0.387,0.775,-0.619,-0.039,-0.544,-0.057,-0.836,-0.413,-0.583,-0.354,-0.009,-0.603,-0.04,-0.544,-0.587,1.224,-0.494,0.61,1.433,-0.563,0.121,-0.052,0.351,-0.687,0.419,-0.074,0.119,0.9,-0.271,0.719,0.059,-0.232,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Barkley,1053,15,3.8,1.696,2.603,1.31,0.256,1.643,1.777,0.354,0.46,-0.024,0.056,1.148,2.216,0.768,2.314,0.627,2.273,2.546,3.023,3.665,1.725,0.934,2.864,2.649,0.79,1.441,0.846,1.731,2.023,3.362,1.887,3.47,1.743,3.209,3.705,3,11.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kareem Rush,314,5,1.8,-0.96,-1.19,-0.699,0.898,-1.008,-1.014,-0.447,-0.577,-0.431,-0.473,0.081,-1.38,-0.943,-0.662,-1.117,-1.052,-0.82,-0.174,-0.95,-0.168,1.258,-0.752,-0.622,-0.148,0.395,-0.267,1.546,0.69,-0.703,-0.392,-0.409,-0.492,-0.66,-0.666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sidney Green,640,9,4.111,-0.62,-0.613,-0.529,-0.638,1.191,1.685,-0.835,-0.533,-0.212,0.569,-0.097,-0.959,0.577,-0.945,-0.581,-1.088,-0.883,-0.174,0.007,0.544,-0.358,1.863,2.196,-0.593,-0.093,0.217,1.099,0.547,-0.528,1.694,-0.33,0.034,-0.378,-0.494,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wally Szczerbiak,591,8,3.0,1.096,0.368,0.694,0.15,-0.542,-0.604,-0.139,-0.962,-0.619,-0.822,0.197,0.966,-0.674,0.752,-0.673,0.404,0.343,1.511,0.773,1.446,1.045,-0.14,-0.083,0.083,-0.412,-0.441,-0.421,0.611,1.322,0.758,1.243,0.196,0.722,1.045,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Jones,164,3,4.333,-0.19,-0.609,-0.875,-0.464,1.175,0.912,-0.625,-0.064,0.533,0.972,-1.06,-0.681,0.732,-0.366,0.628,-0.045,-0.406,0.644,0.094,-0.486,-0.358,1.204,1.02,-0.349,0.398,0.816,1.55,-0.109,-0.272,0.952,-0.041,0.827,0.153,-0.188,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
